A,Y,W,Z,X_race,X_sex,X_faminc_2000
12.0,10.341742483467284,10.308952660644293,12.0,3,2,64000.0
13.0,9.210340371976184,10.645424897265505,12.0,3,2,50500.0
11.0,9.998797732340453,10.46310334047155,13.0,3,1,66020.0
14.0,9.305650551780507,10.341742483467284,12.0,3,2,48000.0
12.0,10.239959789157341,11.082142548877775,16.0,3,2,90000.0
12.0,9.798127036878302,10.239959789157341,5.0,3,1,38000.0
12.0,9.903487552536127,10.736396675471232,12.0,3,2,83000.0
16.0,8.92996487470684,10.919931264360121,18.0,3,2,78400.0
12.0,10.043249494911286,9.615805480084347,15.0,3,1,42050.0
12.0,10.165851817003619,10.126631103850338,14.0,3,1,60559.0
16.0,10.645424897265505,9.210340371976184,15.0,3,1,54000.0
16.0,10.085809109330082,10.308952660644293,16.0,3,2,80000.0
17.0,9.903487552536127,10.239959789157341,17.0,3,1,71250.0
12.0,10.239959789157341,10.165851817003619,13.0,3,1,58000.0
16.0,10.288375733655462,10.173247478478917,19.0,3,2,63026.0
12.0,10.968198289528557,10.545341438708522,12.0,3,1,62000.0
17.0,12.002474335450016,9.740968623038354,12.0,3,1,
15.0,10.118598932153073,10.285342795005159,12.0,3,2,61800.0
12.0,9.615805480084347,9.740968623038354,6.0,3,2,16000.0
12.0,8.783549477153265,10.714417768752456,12.0,3,2,
18.0,9.546812608597396,10.799575577092764,16.0,3,2,85100.0
15.0,11.082142548877775,10.373491181781864,10.0,3,2,80932.0
16.0,10.308952660644293,10.51867319162636,13.0,3,2,54000.0
12.0,9.998797732340453,10.46310334047155,12.0,3,2,
16.0,10.419300717813158,10.868568448579715,12.0,3,2,117400.0
12.0,8.517193191416238,10.596634733096073,20.0,3,2,60000.0
12.0,9.852194258148577,10.126631103850338,12.0,3,2,66500.0
17.0,10.060491301345794,10.757902880692196,14.0,3,2,83300.0
18.0,8.612503371220562,10.819778284410283,18.0,1,1,79000.0
13.0,10.915088464214607,10.596634733096073,12.0,1,1,97500.0
19.0,11.302204433654575,5.521460917862246,17.0,3,1,98000.0
16.0,6.907755278982137,12.195608082482291,19.0,3,2,332808.0
16.0,10.87804719253426,11.156250521031495,16.0,3,1,150000.0
16.0,10.915088464214607,8.630521876723241,14.0,3,1,60050.0
16.0,10.239959789157341,10.46310334047155,16.0,3,2,77000.0
16.0,10.341742483467284,10.778956289890028,16.0,3,2,53500.0
16.0,10.46310334047155,10.896739325546411,16.0,3,2,85000.0
9.0,10.239959789157341,9.574983485564092,12.0,3,1,29000.0
12.0,10.799575577092764,9.798127036878302,12.0,1,1,58120.0
12.0,9.798127036878302,10.645424897265505,12.0,2,2,35000.0
13.0,10.043249494911286,10.596634733096073,12.0,3,2,28100.0
16.0,12.002474335450016,8.006367567650246,13.0,3,1,
12.0,11.49272275765271,10.51867319162636,18.0,3,1,
16.0,10.275051108968611,10.819778284410283,17.0,3,2,89000.0
14.0,10.691944912900398,10.46310334047155,14.0,3,1,75000.0
16.0,11.03488966402723,9.392661928770137,12.0,3,2,8210.0
16.0,10.58739215172914,9.474932921202932,12.0,3,1,53000.0
12.0,9.786953736280177,8.294049640102028,12.0,3,1,27500.0
15.0,8.294049640102028,9.852194258148577,13.0,3,2,25000.0
12.0,7.170119543449628,11.512925464970229,10.0,3,2,86299.0
12.0,9.392661928770137,9.903487552536127,12.0,3,2,47000.0
12.0,9.903487552536127,9.615805480084347,16.0,3,1,35000.0
12.0,10.491274217438248,10.203592144986466,12.0,3,1,56192.0
13.0,10.621327345686446,11.407564949312402,18.0,3,2,140000.0
11.0,10.308952660644293,10.596634733096073,11.0,3,2,74000.0
12.0,9.174713194333032,8.612503371220562,13.0,3,2,18472.0
12.0,7.600902459542082,6.907755278982137,9.0,3,2,11604.0
14.0,9.878169744551839,11.06663836234181,12.0,3,2,83000.0
15.0,10.126631103850338,11.350406535472453,19.0,3,2,147000.0
12.0,10.691944912900398,10.596634733096073,12.0,3,2,87000.0
12.0,10.626193535337618,9.284798282894192,11.0,3,2,58150.0
12.0,10.596634733096073,9.830916859701293,13.0,3,2,77000.0
12.0,9.615805480084347,11.156250521031495,14.0,3,2,89760.0
12.0,10.085809109330082,9.998797732340453,12.0,3,2,22019.0
12.0,9.392661928770137,10.645424897265505,4.0,3,2,
12.0,10.4341158035983,6.966024187106113,4.0,3,1,65068.0
12.0,9.210340371976184,10.491274217438248,11.0,3,2,
12.0,9.721005982940808,9.903487552536127,15.0,3,2,24343.0
12.0,10.419300717813158,10.621327345686446,11.0,3,2,36300.0
18.0,11.002099841204238,10.714417768752456,16.0,3,1,120270.0
14.0,9.594786112860271,7.600902459542082,11.0,3,2,22400.0
12.0,10.404262840448617,9.998797732340453,12.0,3,2,0.0
12.0,9.615805480084347,10.596634733096073,12.0,3,1,43280.0
12.0,10.308952660644293,9.546812608597396,12.0,3,1,55000.0
15.0,10.924138299734526,10.907789161732996,12.0,3,2,145990.0
16.0,9.546812608597396,11.407564949312402,16.0,3,2,
14.0,9.998797732340453,12.195608082482291,12.0,3,2,28000.0
14.0,10.545341438708522,10.596634733096073,13.0,3,2,82200.0
13.0,10.736396675471232,10.404262840448617,18.0,3,1,101000.0
18.0,9.210340371976184,11.082142548877775,20.0,3,2,47000.0
16.0,9.210340371976184,10.308952660644293,18.0,3,2,46000.0
17.0,9.998797732340453,10.4341158035983,18.0,3,2,22000.0
13.0,9.560997243589352,10.535078427396968,12.0,3,2,55000.0
18.0,10.545341438708522,10.46310334047155,17.0,3,1,71400.0
18.0,9.546812608597396,10.596634733096073,20.0,3,2,
16.0,10.373491181781864,10.373491181781864,18.0,3,1,78000.0
14.0,8.834045641167798,11.532728092266408,14.0,3,2,133000.0
15.0,10.491274217438248,10.491274217438248,16.0,3,1,80000.0
16.0,11.002099841204238,11.407564949312402,16.0,3,1,332808.0
16.0,11.512925464970229,10.46310334047155,16.0,3,1,
12.0,9.080231686629162,10.34048362692364,12.0,2,2,34500.0
12.0,10.46310334047155,10.51867319162636,16.0,3,2,39000.0
19.0,11.156250521031495,10.308952660644293,16.0,3,2,138500.0
12.0,10.448714603019452,10.165851817003619,1.0,3,1,60000.0
12.0,9.392661928770137,10.757902880692196,11.0,3,2,
12.0,8.517193191416238,10.085809109330082,12.0,3,2,40000.0
12.0,10.46310334047155,10.341742483467284,12.0,3,2,52300.0
12.0,10.82774645405946,8.85366542803745,12.0,3,1,
20.0,11.26446410567173,8.006367567650246,14.0,3,1,104000.0
19.0,10.491274217438248,10.126631103850338,14.0,3,1,68000.0
20.0,11.512925464970229,11.512925464970229,20.0,3,1,332808.0
14.0,9.680344001221918,12.195608082482291,20.0,3,2,
14.0,10.275051108968611,10.373491181781864,13.0,3,1,35000.0
16.0,10.308952660644293,8.85366542803745,16.0,3,2,50200.0
16.0,11.461632170582678,9.392661928770137,16.0,3,1,140000.0
16.0,10.668955394675699,10.87804719253426,16.0,3,1,115000.0
16.0,10.373491181781864,11.289781913656018,16.0,3,2,
15.0,9.95227771670556,10.645424897265505,16.0,3,2,68300.0
13.0,9.392661928770137,10.003332887505843,13.0,3,2,
16.0,10.239959789157341,10.085809109330082,16.0,3,1,82550.0
17.0,10.950806546816688,10.545341438708522,16.0,3,1,138000.0
16.0,5.521460917862246,10.545341438708522,14.0,3,2,41800.0
18.0,9.615805480084347,10.778956289890028,20.0,3,1,159000.0
16.0,10.668955394675699,10.596634733096073,16.0,3,1,156200.0
12.0,9.392661928770137,12.195608082482291,12.0,3,2,
18.0,10.491274217438248,9.95227771670556,18.0,3,1,48800.0
20.0,12.002474335450016,7.346010209913293,16.0,3,1,182000.0
16.0,10.778956289890028,8.517193191416238,14.0,3,1,67400.0
12.0,6.214608098422191,10.126631103850338,12.0,3,1,
13.0,10.839580911706463,9.259130536145614,14.0,3,1,
13.0,10.736396675471232,11.03488966402723,12.0,3,2,83210.0
18.0,9.903487552536127,10.043249494911286,15.0,3,2,72000.0
18.0,10.373491181781864,11.156250521031495,18.0,3,2,
12.0,10.985292722887856,10.668955394675699,18.0,3,2,115000.0
14.0,10.203592144986466,10.308952660644293,14.0,3,2,108000.0
20.0,10.664153184826896,10.948523240300846,20.0,3,2,122700.0
18.0,10.596634733096073,10.46310334047155,18.0,3,1,55000.0
12.0,10.059208427532903,10.253862694326333,14.0,3,2,53784.0
14.0,10.367221568768269,11.133128103610641,12.0,3,2,107500.0
12.0,9.259130536145614,11.225243392518447,12.0,3,2,18000.0
12.0,9.740968623038354,10.126631103850338,17.0,3,1,59000.0
12.0,11.156250521031495,10.545341438708522,14.0,2,1,104000.0
16.0,10.819778284410283,10.757902880692196,16.0,2,2,52100.0
14.0,9.615805480084347,10.203592144986466,14.0,2,2,
8.0,10.239959789157341,9.615805480084347,8.0,3,1,71000.0
16.0,8.987196820661973,10.596634733096073,18.0,3,2,100000.0
15.0,10.968198289528557,8.779557455883728,12.0,3,1,76500.0
20.0,12.002474335450016,11.184421397998193,18.0,2,1,332808.0
16.0,11.184421397998193,10.714417768752456,16.0,1,1,130000.0
17.0,10.19241884438834,10.819778284410283,16.0,3,2,
19.0,10.915088464214607,9.104979856318357,14.0,3,1,88248.0
17.0,9.02653771890043,10.373491181781864,18.0,3,2,72000.0
12.0,10.239959789157341,9.903487552536127,0.0,3,1,45000.0
19.0,12.002474335450016,10.373491181781864,19.0,3,1,133400.0
12.0,8.517193191416238,10.51867319162636,9.0,3,2,0.0
16.0,11.289781913656018,11.002099841204238,16.0,3,1,129000.0
12.0,8.160518247477505,10.668955394675699,10.0,3,2,6128.0
14.0,9.615805480084347,10.4341158035983,12.0,2,2,25348.0
11.0,6.620073206530356,7.090076835776092,12.0,3,1,57500.0
13.0,8.006367567650246,9.798127036878302,15.0,3,2,34000.0
17.0,7.600902459542082,10.46310334047155,14.0,3,2,16000.0
12.0,10.373491181781864,10.778956289890028,4.0,3,1,87200.0
7.0,9.798127036878302,6.684611727667927,3.0,3,1,
12.0,10.126631103850338,10.203592144986466,12.0,3,1,55000.0
14.0,9.825526011066415,9.903487552536127,12.0,2,2,41000.0
17.0,10.668955394675699,10.532096211958502,19.0,3,2,120000.0
12.0,10.126631103850338,9.798127036878302,8.0,2,2,71000.0
16.0,10.589887018388692,11.082142548877775,16.0,3,2,113500.0
13.0,10.341742483467284,10.915088464214607,14.0,3,2,
9.0,10.858998997563564,10.239959789157341,10.0,3,1,125000.0
16.0,9.615805480084347,11.097410021008562,16.0,3,2,
12.0,9.998797732340453,9.998797732340453,12.0,3,1,29000.0
15.0,10.165851817003619,10.373491181781864,14.0,3,2,65312.0
15.0,9.798127036878302,10.915088464214607,12.0,3,2,59610.0
16.0,8.699514748210191,10.4341158035983,11.0,3,2,
15.0,11.37366339763672,10.373491181781864,17.0,3,1,61000.0
9.0,9.392661928770137,9.472704636443673,12.0,3,1,22550.0
12.0,9.903487552536127,11.156250521031495,2.0,3,2,93396.0
12.0,10.160065879936575,10.373491181781864,7.0,3,2,80007.0
13.0,9.546812608597396,10.46310334047155,14.0,3,2,51000.0
17.0,11.302204433654575,8.517193191416238,16.0,3,1,116000.0
18.0,11.184421397998193,6.214608098422191,16.0,3,1,103000.0
12.0,8.517193191416238,9.546812608597396,12.0,3,2,
12.0,9.903487552536127,9.210340371976184,14.0,3,1,39000.0
13.0,10.085809109330082,10.043249494911286,12.0,3,2,46000.0
12.0,10.545341438708522,10.165851817003619,12.0,3,1,58000.0
17.0,10.422281345951296,10.239959789157341,12.0,3,2,37000.0
12.0,10.778956289890028,10.596634733096073,12.0,3,2,47000.0
13.0,12.002474335450016,9.615805480084347,18.0,3,1,332808.0
12.0,7.600902459542082,10.085809109330082,10.0,3,2,16000.0
12.0,10.819778284410283,10.165851817003619,12.0,3,1,50000.0
12.0,10.308952660644293,9.852194258148577,14.0,3,1,70000.0
18.0,10.225571051705241,10.126631103850338,12.0,3,2,78000.0
18.0,9.392661928770137,10.799575577092764,16.0,3,2,87800.0
12.0,10.525648805362787,9.991498429858842,12.0,3,2,66360.0
9.0,10.239959789157341,9.472704636443673,9.0,3,1,60800.0
14.0,10.545341438708522,9.51044496442652,16.0,3,1,
12.0,9.95227771670556,10.341742483467284,7.0,3,2,29000.0
16.0,9.680344001221918,10.203592144986466,13.0,3,2,59000.0
12.0,9.682591473762397,8.476371196895983,5.0,3,2,
12.0,8.95660873889395,9.433483923290392,8.0,3,2,
10.0,9.392661928770137,7.600902459542082,8.0,3,1,10000.0
9.0,9.798127036878302,10.043249494911286,12.0,3,1,
13.0,10.043249494911286,9.798127036878302,10.0,3,2,43000.0
12.0,10.165851817003619,7.600902459542082,18.0,3,1,84100.0
14.0,9.95227771670556,10.404262840448617,18.0,3,1,60900.0
12.0,8.517193191416238,11.156250521031495,11.0,3,2,88000.0
12.0,9.392661928770137,9.615805480084347,14.0,2,1,14000.0
12.0,9.615805480084347,10.388995368317829,12.0,3,2,49000.0
16.0,10.085809109330082,10.596634733096073,14.0,3,2,70400.0
15.0,9.852194258148577,10.46310334047155,12.0,3,2,44000.0
12.0,9.998797732340453,10.858998997563564,12.0,3,2,83030.0
13.0,10.51867319162636,10.126631103850338,13.0,3,2,50000.0
15.0,6.907755278982137,11.407564949312402,16.0,3,2,
11.0,10.404262840448617,10.126631103850338,11.0,3,1,34775.0
12.0,10.714417768752456,10.085809109330082,9.0,3,1,69000.0
12.0,10.4341158035983,10.085809109330082,12.0,3,2,58400.0
7.0,6.684611727667927,9.392661928770137,7.0,3,2,
12.0,9.035986984831405,9.323669057283185,14.0,2,1,2635.0
16.0,10.085809109330082,9.903487552536127,16.0,3,1,130000.0
14.0,9.680344001221918,9.546812608597396,9.0,2,2,68000.0
11.0,9.852194258148577,10.778956289890028,15.0,3,2,
16.0,9.998797732340453,11.127262984158243,17.0,1,2,98200.0
12.0,9.210340371976184,10.621327345686446,12.0,1,2,
12.0,9.392661928770137,9.210340371976184,12.0,3,2,8898.0
18.0,10.82774645405946,9.487972108574462,18.0,3,1,85200.0
16.0,10.915088464214607,12.195608082482291,0.0,3,2,332808.0
20.0,10.308952660644293,10.308952660644293,20.0,2,2,
16.0,11.429543856031177,9.769956159911606,13.0,2,1,155000.0
12.0,10.203592144986466,8.85366542803745,12.0,3,1,
12.0,9.903487552536127,9.615805480084347,12.0,3,1,12000.0
14.0,10.043249494911286,10.203592144986466,11.0,3,2,44684.0
12.0,7.824046010856292,10.645424897265505,4.0,3,2,4035.0
12.0,10.308952660644293,12.195608082482291,0.0,3,2,332808.0
19.0,7.600902459542082,12.195608082482291,0.0,3,2,332808.0
16.0,10.502324053624832,10.118598932153073,13.0,3,1,26000.0
18.0,10.491274217438248,10.491274217438248,15.0,3,2,92000.0
13.0,7.8632667240095735,10.126631103850338,8.0,3,2,58000.0
14.0,11.156250521031495,8.517193191416238,14.0,3,1,110000.0
17.0,8.294049640102028,9.798127036878302,12.0,3,2,44744.0
12.0,10.341742483467284,10.126631103850338,10.0,3,1,67200.0
12.0,10.411659658836555,10.0491019013411,12.0,3,1,80000.0
12.0,9.680344001221918,8.294049640102028,15.0,1,1,
14.0,10.373491181781864,9.903487552536127,12.0,3,1,62000.0
15.0,8.987196820661973,9.95227771670556,9.0,3,2,
12.0,10.545341438708522,10.596634733096073,12.0,3,2,92500.0
14.0,10.596634733096073,10.126631103850338,10.0,3,2,58000.0
15.0,6.396929655216146,10.373491181781864,16.0,3,2,28980.0
16.0,10.373491181781864,10.596634733096073,14.0,3,2,63000.0
13.0,10.46310334047155,10.645424897265505,16.0,3,1,41000.0
7.0,9.862665558015873,7.313220387090301,6.0,3,2,13400.0
14.0,9.615805480084347,9.903487552536127,13.0,3,2,
12.0,10.165851817003619,9.392661928770137,12.0,1,1,55000.0
15.0,9.615805480084347,10.714417768752456,10.0,2,2,58600.0
16.0,10.915088464214607,10.46310334047155,4.0,2,1,60000.0
9.0,9.472704636443673,10.714417768752456,6.0,1,2,13000.0
12.0,10.934855440251404,8.686429508661536,12.0,3,1,
16.0,10.819778284410283,10.545341438708522,13.0,3,1,
20.0,11.385092093460344,9.392661928770137,19.0,3,1,98000.0
16.0,10.4341158035983,10.043249494911286,12.0,3,2,40100.0
12.0,10.165851817003619,10.4341158035983,12.0,3,2,72000.0
19.0,10.596634733096073,10.839580911706463,18.0,3,1,90500.0
12.0,10.239959789157341,9.998797732340453,12.0,3,1,55000.0
12.0,9.546812608597396,10.858998997563564,14.0,3,2,60006.0
12.0,9.392661928770137,10.46310334047155,2.0,3,2,59000.0
15.0,10.085809109330082,9.615805480084347,10.0,2,1,47600.0
14.0,9.998797732340453,9.95227771670556,0.0,1,2,47500.0
15.0,9.581903928408666,10.789319076925574,20.0,1,2,36400.0
12.0,10.87804719253426,9.615805480084347,13.0,1,1,73000.0
12.0,9.615805480084347,10.596634733096073,11.0,2,2,52000.0
12.0,8.517193191416238,10.819778284410283,12.0,3,2,73800.0
12.0,9.798404776082975,7.640123172695364,13.0,3,1,23000.0
12.0,10.596634733096073,10.043249494911286,12.0,3,1,70000.0
14.0,10.51867319162636,10.203592144986466,16.0,3,1,71000.0
11.0,10.4341158035983,9.798127036878302,12.0,3,1,64500.0
14.0,9.798127036878302,10.126631103850338,10.0,3,2,
13.0,10.691944912900398,10.308952660644293,15.0,3,1,74000.0
14.0,8.006367567650246,11.002099841204238,19.0,3,1,43000.0
16.0,9.615805480084347,9.615805480084347,14.0,3,1,45000.0
16.0,10.714417768752456,10.714417768752456,15.0,3,2,120000.0
12.0,10.373491181781864,7.090076835776092,12.0,3,1,34700.0
14.0,10.51867319162636,10.668955394675699,3.0,3,2,75000.0
12.0,10.4341158035983,9.740968623038354,11.0,3,1,34000.0
12.0,10.621327345686446,10.46310334047155,14.0,3,2,75600.0
18.0,10.978489975565104,11.05089000537367,19.0,3,2,124700.0
12.0,10.645424897265505,10.778956289890028,6.0,3,2,107000.0
14.0,10.085809109330082,11.002099841204238,13.0,3,2,75000.0
13.0,10.203592144986466,8.987196820661973,12.0,3,2,75000.0
13.0,11.018629143155449,10.51867319162636,15.0,3,1,75000.0
16.0,10.317581987342347,7.620705086838262,16.0,3,1,44405.0
15.0,10.819778284410283,11.156250521031495,12.0,3,2,45000.0
12.0,7.919356190660617,7.937374696163295,3.0,3,1,37000.0
12.0,12.002474335450016,9.998797732340453,14.0,3,1,332808.0
13.0,10.645424897265505,11.55214617812351,16.0,3,1,162256.0
12.0,10.126631103850338,10.340451327703663,12.0,3,1,
12.0,10.340451327703663,10.034515814942532,12.0,3,2,42803.0
13.0,10.621327345686446,9.825526011066415,8.0,3,1,46500.0
16.0,10.87804719253426,10.714417768752456,18.0,3,1,111000.0
10.0,10.341742483467284,10.46310334047155,9.0,1,2,
12.0,11.225243392518447,9.104979856318357,5.0,1,1,77200.0
17.0,9.95227771670556,10.165851817003619,14.0,3,2,109960.0
12.0,10.46310334047155,8.294049640102028,12.0,3,1,85000.0
19.0,10.558413520275876,11.352756712817406,18.0,3,2,159500.0
15.0,9.740968623038354,9.740968623038354,14.0,3,1,55100.0
12.0,9.798127036878302,8.85366542803745,15.0,3,1,10000.0
13.0,10.165851817003619,10.645424897265505,11.0,3,2,80000.0
14.0,9.740968623038354,10.239959789157341,13.0,3,2,51668.0
15.0,9.998797732340453,9.998797732340453,2.0,3,2,60000.0
14.0,10.203592144986466,10.46310334047155,14.0,3,2,117000.0
12.0,10.165851817003619,10.491274217438248,14.0,3,2,79000.0
13.0,10.621327345686446,10.985292722887856,16.0,3,1,52000.0
12.0,9.95227771670556,9.998797732340453,12.0,3,2,21050.0
20.0,11.512925464970229,10.085809109330082,17.0,3,1,125000.0
18.0,9.495519314209846,10.491274217438248,16.0,3,2,98000.0
10.0,10.596634733096073,10.404262840448617,12.0,3,2,106344.0
12.0,10.373491181781864,10.596634733096073,9.0,3,2,96000.0
13.0,10.165851817003619,10.126631103850338,12.0,3,1,
14.0,10.545341438708522,10.757902880692196,16.0,3,2,49000.0
14.0,10.474467099121865,10.933106969717286,14.0,3,2,96000.0
14.0,11.289781913656018,9.903487552536127,12.0,3,1,65400.0
14.0,10.341742483467284,10.373491181781864,4.0,1,1,35000.0
15.0,10.203592144986466,10.165851817003619,20.0,3,1,72500.0
12.0,10.373491181781864,9.615805480084347,12.0,3,1,57179.0
16.0,11.04452055708819,10.146433731146518,16.0,3,1,106200.0
16.0,10.126631103850338,11.127262984158243,16.0,1,2,146000.0
13.0,8.411832675758411,10.968198289528557,16.0,3,2,6030.0
14.0,10.51867319162636,9.95227771670556,17.0,3,1,72000.0
12.0,10.596634733096073,10.714417768752456,12.0,3,2,103000.0
15.0,9.392661928770137,9.798127036878302,14.0,3,2,22784.0
12.0,8.517193191416238,9.615805480084347,12.0,1,2,12500.0
12.0,11.472103470449973,8.1886891244442,12.0,3,1,100100.0
12.0,8.160518247477505,11.350406535472453,12.0,3,2,100500.0
16.0,11.06663836234181,9.903487552536127,16.0,3,1,100000.0
16.0,10.968198289528557,10.203592144986466,18.0,3,1,6500.0
13.0,9.472704636443673,10.778956289890028,12.0,3,2,1000.0
12.0,10.373491181781864,10.545341438708522,20.0,3,1,75000.0
12.0,10.858998997563564,9.615805480084347,13.0,3,1,83200.0
16.0,9.392661928770137,10.858998997563564,18.0,2,2,
12.0,10.915088464214607,10.126631103850338,20.0,3,1,0.0
17.0,10.809727948556782,10.91726790568754,9.0,3,2,107000.0
13.0,7.170119543449628,10.51867319162636,17.0,3,2,100.0
12.0,10.545341438708522,7.783224016336037,14.0,3,1,43500.0
13.0,10.165851817003619,9.546812608597396,14.0,3,1,4408.0
12.0,9.615805480084347,11.002099841204238,12.0,3,2,
12.0,9.740968623038354,10.46310334047155,14.0,3,2,0.0
17.0,11.03488966402723,9.903487552536127,14.0,3,2,58500.0
12.0,8.699514748210191,10.799575577092764,11.0,3,2,0.0
12.0,11.350406535472453,10.545341438708522,12.0,3,1,0.0
12.0,10.165851817003619,11.289781913656018,12.0,3,2,0.0
12.0,10.950806546816688,8.294049640102028,6.0,3,1,
14.0,9.95227771670556,12.195608082482291,16.0,3,2,70200.0
17.0,10.714417768752456,8.006367567650246,16.0,3,1,61000.0
20.0,11.429543856031177,10.778956289890028,16.0,3,1,186000.0
16.0,9.615805480084347,10.819778284410283,13.0,3,2,
12.0,11.461632170582678,9.903487552536127,16.0,3,1,125000.0
15.0,9.104979856318357,11.225243392518447,14.0,3,2,82200.0
20.0,11.429543856031177,10.819778284410283,20.0,3,2,100200.0
13.0,11.512925464970229,8.85366542803745,12.0,3,1,101000.0
16.0,9.903487552536127,10.714417768752456,12.0,3,2,70300.0
13.0,10.778956289890028,9.472704636443673,13.0,3,1,80050.0
16.0,10.778956289890028,9.998797732340453,16.0,3,1,83190.0
13.0,11.512925464970229,10.308952660644293,12.0,3,1,50000.0
12.0,10.819778284410283,10.085809109330082,12.0,3,1,93000.0
16.0,10.4341158035983,9.95227771670556,12.0,3,1,65400.0
13.0,9.472704636443673,11.03488966402723,14.0,3,2,91000.0
14.0,10.404262840448617,10.46310334047155,16.0,3,1,66500.0
13.0,10.46310334047155,10.545341438708522,16.0,3,2,79200.0
18.0,9.546812608597396,11.156250521031495,18.0,3,2,75000.0
16.0,12.002474335450016,10.308952660644293,14.0,3,1,115300.0
16.0,9.903487552536127,12.195608082482291,18.0,3,2,332808.0
18.0,10.085809109330082,10.778956289890028,16.0,3,2,80000.0
15.0,9.472704636443673,12.195608082482291,16.0,3,2,332808.0
16.0,11.002099841204238,9.903487552536127,17.0,2,1,71200.0
16.0,10.839580911706463,9.210340371976184,15.0,3,1,63000.0
14.0,12.002474335450016,10.239959789157341,14.0,3,1,332808.0
14.0,10.778956289890028,10.714417768752456,16.0,3,1,117600.0
14.0,10.819778284410283,10.819778284410283,16.0,3,1,
12.0,11.127262984158243,9.798127036878302,16.0,3,1,102500.0
12.0,10.126631103850338,11.314474526246391,13.0,3,2,99000.0
12.0,10.4341158035983,10.42821608147111,14.0,3,1,80000.0
12.0,10.545341438708522,9.740968623038354,12.0,3,1,71000.0
12.0,10.085809109330082,10.126631103850338,16.0,3,1,56000.0
16.0,10.085809109330082,9.615805480084347,16.0,3,2,41000.0
11.0,9.680344001221918,8.517193191416238,12.0,3,1,26204.0
12.0,9.711115659888671,8.294049640102028,13.0,3,1,32000.0
11.0,9.392661928770137,10.203592144986466,11.0,3,2,45764.0
9.0,9.680344001221918,8.987196820661973,13.0,3,1,21000.0
16.0,10.239959789157341,10.691944912900398,16.0,3,1,89000.0
14.0,11.26446410567173,10.308952660644293,12.0,3,1,105.0
12.0,6.396929655216146,10.165851817003619,12.0,3,2,
12.0,9.581903928408666,10.308952660644293,14.0,3,1,
12.0,10.778956289890028,9.305650551780507,12.0,3,1,79000.0
12.0,10.308952660644293,10.596634733096073,17.0,3,1,35000.0
12.0,10.491274217438248,10.373491181781864,15.0,3,2,35000.0
11.0,11.002099841204238,10.968198289528557,12.0,3,1,110000.0
16.0,9.392661928770137,10.165851817003619,9.0,3,2,55000.0
17.0,10.757902880692196,8.517193191416238,20.0,3,1,46700.0
12.0,9.893437216682626,10.907789161732996,12.0,3,2,27600.0
12.0,10.968198289528557,8.699514748210191,12.0,3,1,68100.0
12.0,9.210340371976184,10.819778284410283,12.0,3,2,52100.0
12.0,10.736396675471232,8.699514748210191,12.0,3,1,54000.0
12.0,10.021270588192511,9.517825071724143,12.0,3,2,34050.0
12.0,9.472704636443673,10.126631103850338,11.0,3,2,23000.0
9.0,9.018332049592685,7.8632667240095735,10.0,3,1,16472.0
10.0,7.8632667240095735,9.017968479328726,12.0,3,2,15172.0
12.0,9.740968623038354,10.126631103850338,12.0,3,2,60020.0
12.0,10.51867319162636,10.341742483467284,13.0,3,1,87000.0
12.0,10.46310334047155,8.85366542803745,12.0,3,1,55000.0
14.0,9.782110566369528,8.630700432209832,15.0,3,2,30000.0
16.0,10.778956289890028,3.9512437185814275,13.0,3,2,127500.0
14.0,9.195226734166134,9.104979856318357,12.0,3,2,42000.0
13.0,10.239959789157341,9.998797732340453,11.0,3,2,64027.0
13.0,8.517193191416238,10.165851817003619,12.0,3,2,105060.0
12.0,8.881836305004146,10.799575577092764,12.0,3,2,57835.0
11.0,9.546812608597396,9.615805480084347,14.0,3,2,58100.0
14.0,9.615805480084347,10.257659366256743,12.0,3,1,59400.0
14.0,8.699514748210191,10.968198289528557,5.0,3,2,65000.0
12.0,8.881836305004146,11.082142548877775,12.0,3,2,
12.0,10.126631103850338,10.085809109330082,18.0,3,2,50020.0
16.0,10.085809109330082,10.596634733096073,17.0,3,2,60000.0
16.0,10.203592144986466,10.4341158035983,18.0,3,2,77400.0
12.0,9.798127036878302,9.680344001221918,12.0,3,2,38000.0
17.0,10.404262840448617,10.933106969717286,17.0,3,2,100100.0
16.0,10.819778284410283,9.392661928770137,13.0,3,1,47000.0
16.0,11.03488966402723,9.740968623038354,14.0,3,1,114000.0
16.0,11.407564949312402,8.536995818712418,19.0,3,1,124000.0
12.0,9.740968623038354,9.798127036878302,12.0,3,1,20000.0
12.0,8.699514748210191,10.46310334047155,15.0,3,1,78000.0
17.0,9.392661928770137,10.594357141352015,13.0,3,2,59019.0
14.0,10.373491181781864,10.085809109330082,14.0,3,1,65000.0
14.0,10.714417768752456,9.740968623038354,14.0,3,1,57000.0
12.0,10.896739325546411,10.46310334047155,18.0,3,1,56500.0
14.0,9.95227771670556,10.043249494911286,5.0,3,1,
12.0,8.612503371220562,10.552552220525884,16.0,3,2,49773.0
16.0,11.184421397998193,10.203592144986466,14.0,3,2,44300.0
16.0,10.545341438708522,10.915088464214607,15.0,3,2,81550.0
18.0,11.238488619268468,10.491274217438248,16.0,3,2,44000.0
12.0,9.392661928770137,10.308952660644293,12.0,3,2,11000.0
16.0,10.668955394675699,8.987196820661973,16.0,3,1,66017.0
18.0,10.778956289890028,11.002099841204238,16.0,3,2,128500.0
